rooms_No,ownership_form,interior_state,floor,balcony,parking_space,listing_type,description,year_built,building_type,lift,link2
3,pełna własność,do wykończenia,1/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-68m2-2-balkony-ID4jwXy
4,pełna własność,do wykończenia,3/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-85m2-balkon-ID4e1V3
3,pełna własność,do zamieszkania,6/3,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/stylowy-apartament-ID4nq1e
3,pełna własność,do wykończenia,1/7,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-loggia-ID4imkV
4,pełna własność,do zamieszkania,6/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/apartament-z-widokiem-na-warszawe-ID4ngR3
3,pełna własność,do wykończenia,parter/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-72m2-2-balkony-ID4ifjj
3,pełna własność,do wykończenia,parter/3,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-2-ogrodki-ID4lXs0
2,pełna własność,do wykończenia,parter/3,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-49m2-ogrodek-bezposrednio-ID4lXrZ
4,pełna własność,do wykończenia,6/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-69m2-balkon-ID4fEB4
5,pełna własność,do zamieszkania,4/4,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/miasteczko-wilanow-4-sypialnie-dwa-tarasy-ID4ngmS
3,N/A,do wykończenia,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/59m2-bialoleka-metro-8min-super-cena-okazja-ID4nqXl
2,pełna własność,do zamieszkania,1/2,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/designerski-apartament-z-tarasem-70m2-fort-cze-ID4ncIt
2,pełna własność,do zamieszkania,3/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/apartament-na-starym-mokotowie-ID4ma5j
1,pełna własność,do wykończenia,1/7,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-bez-posrednikow-ID4m96F
2,N/A,do zamieszkania,2/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-gotowe-do-wprowadzania-bialoleka-ID4nqXh
2,pełna własność,do zamieszkania,6/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-garaz-wysoko-ID4nqZf
2,N/A,do wykończenia,2/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-44m2-balkon-bezposrednio-ID4kDrn
4,pełna własność,do wykończenia,4/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-84m2-balkon-bezposrednio-ID4e1Vk
4,N/A,do wykończenia,1/5,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-97m2-taras-bez-prowizji-ID4kDrk
1,pełna własność,do zamieszkania,parter/3,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-nad-stawem33m2-ogrodek-komorka-stacjaev-ID4nqXp
4,N/A,do wykończenia,4/5,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-90-m-warszawa-ID4nqWu
3,N/A,do wykończenia,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/willa-fiore-nowy-apartament-nr-4-ID4kTWK
2,pełna własność,do remontu,4/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mozliwe-2-pokoje-wsrod-zieleni-ID4l6v3
3,pełna własność,do wykończenia,5/6,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/przy-parku-klimatyczne-2-9-wys-bez-pcc-ID4lS6Q
3,N/A,do wykończenia,2/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3pok-z-widokiem-na-las-centrum-20min-prog-2-cena-ID4nqZk
4,N/A,do wykończenia,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/rozkladowe-4pok-metro-8min-bialoleka-super-cena-ID4nqXv
2,pełna własność,do wykończenia,parter/11,ogródek,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkiem-wysoki-standard-blisko-skm-ID4ndXQ
2,pełna własność,do wykończenia,1/7,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-47m2-ogrodek-ID4iml2
1,pełna własność,do wykończenia,2/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/kawalerka-33m2bez-prowizji-i-pcc-ID4nr1y
3,N/A,do wykończenia,2/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-62m2-balkon-bez-prowizji-ID4kDrB
2,pełna własność,do zamieszkania,2/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-45m2-na-starym-mokotowie-ID4nqZl
4,spółdzielcze wł. prawo do lokalu,do zamieszkania,4/5,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-wlochy-4-pok-2-laz-kuchnia-piwnica-ID4k5Au
3,pełna własność,do zamieszkania,1/4,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/apartament-3-pokoje-idealny-ursus-ID4nqZr
3,pełna własność,do wykończenia,1/7,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-ogrodek-bezposrednio-ID4imkW
3,N/A,N/A,6/9,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-60-20-m-warszawa-ID4nqZw
3,spółdzielcze wł. prawo do lokalu,do zamieszkania,7,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-ID4nrUL
4,N/A,do zamieszkania,2/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/twoje-dwupoziomowe-m4-w-idealnej-lokalizacji-ID4ng3f
2,pełna własność,do wykończenia,3/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-38-8-m2-warszawa-ul-konstancinska-ID4mA9g
2,pełna własność,do wykończenia,6/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/piekne-m2-marina-mokotowii-gotowe-do-zamieszkania-ID49AYu
3,pełna własność,do zamieszkania,3/8,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-3-pokoje-63m2-os-bliska-wola-ID4nr1I
3,pełna własność,do zamieszkania,1/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/przestronne-3-pokojowe-mieszkanie-do-wprowadzenia-ID4njkY
1,pełna własność,do zamieszkania,9/10,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-przy-rondzie-wiatraczna-od-zaraz-ID4nqBT
2,pełna własność,do zamieszkania,2/5,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-tarchomin-ksiazkowa-ID4nqWM
3,N/A,do remontu,3/10,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/stawy-brustmana10min-metrodo-wlasnej-aranzacji-ID4nfPk
2,pełna własność,do zamieszkania,3/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/twoja-oaza-na-betonowej-pustyni-bk-2-ID4ndE6
2,pełna własność,do zamieszkania,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-44-29-mkw-blisko-metra-chrzanow-ID4nqWB
1,pełna własność,N/A,6/6,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/1pok34-72mkwb-cichez-widokiem-na-wisle-ID4niw2
3,pełna własność,do zamieszkania,3,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/artystyczne-3-pokoje-20-min-od-centrum-warszawy-ID4n9dy
3,pełna własność,do zamieszkania,2/2,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-z-tarasem-ID4nrdJ
4,pełna własność,do wykończenia,5/7,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-77m2-loggia-bez-prowizji-ID4imnz
1,pełna własność,do wykończenia,3/7,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-39m2-loggia-bezposrednio-ID4imlK
6,pełna własność,do zamieszkania,5/16,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-przychod-11-690-zl-mies-ID4mwZG
3,N/A,do remontu,3/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/trzy-niezalezne-pokoje-metro-ursynow-ID4mPzU
2,pełna własność,do zamieszkania,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-al-wilanowska-ID4nrWx
2,pełna własność,do zamieszkania,2/2,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-ciche-do-wprowadzenia-ID4nrdP
2,pełna własność,do zamieszkania,parter/2,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-premium-w-kamienicy-na-saskiej-kepie-ID4n1fE
1,N/A,do wykończenia,4/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/kawalerka-z-widokiem-na-las-centrum-20min-prog2-ID4nqZD
4,pełna własność,do wykończenia,8/8,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/penthouse-w-stanie-deweloperskim-z-top-lokalizacja-ID4n9Yr
4,pełna własność,do wykończenia,2/3,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-74m2-taras-bez-posrednikow-ID4nrJi
2,pełna własność,do wykończenia,parter/5,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/zlap-najladniejsze-mieszkanie-kredyt-2-ID4nqWU
2,N/A,N/A,1/10,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/okazja-2-pokoje-zoliborz-ID4nqWZ
2,pełna własność,do wykończenia,2/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2pok48m2dwustronnebalkonblisko-kampinos-ID4netA
4,pełna własność,do wykończenia,parter/3,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-72m2-ogrodek-bezposrednio-ID4nrJl
2,pełna własność,N/A,8/10,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/okazja-galeria-mokotow-2-pokoje-ID4nqV0
3,pełna własność,do zamieszkania,4/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/na-sprzedaz-dwupoziomowe-mieszkanie-na-bialolece-ID4mXAM
3,pełna własność,do wykończenia,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-50m2-balkon-bez-prowizji-ID4gsyp
2,N/A,N/A,1/10,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-47m2-ursynow-metro-natolin-ID4nc9u
2,pełna własność,do wykończenia,2/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2pok38m2balkonbez-prowizjiprzy-lesie-ID4neqj
5,N/A,do zamieszkania,> 10/11,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/gotowiec-5-mikro-przychod-12-500-zl-roi-10-43-ID4mv1C
2,N/A,do zamieszkania,6/10,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/gotowe-do-wprowadzenia-2-pokoje-z-osobna-kuchnia-ID4mXHp
4,pełna własność,do wykończenia,2/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-65m2-balkon-bezposrednio-ID4dGFJ
3,N/A,do wykończenia,parter/8,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3pok-ogrod-127m2-brodno-metro-15min-pieszo-prog2-ID4nqZX
4,N/A,do wykończenia,3/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/ul-hejnalowa-atrakcyjne-mieszkanie-4pokoje-aneks-ID4nrUI
2,pełna własność,do wykończenia,parter/2,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-ogrodek-bezposrednio-ID4njk3
3,pełna własność,do wykończenia,1/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-63-97-m-warszawa-ID4nr2h
2,pełna własność,do zamieszkania,1/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-na-bliskiej-woli-ul-karolkowej-ID4mSmJ
2,pełna własność,do zamieszkania,1/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-blisko-jeziorka-czerniakowskiego-ID4nr26
2,pełna własność,do wykończenia,parter/7,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-ogrodek-bezposrednio-ID4mASP
4,pełna własność,do zamieszkania,4/11,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/piekny-widok-klimatyzacja-i-2-miejsca-w-hali-ID4n9hZ
3,pełna własność,do wykończenia,3/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bez-prowizji-ID4mASQ
2,pełna własność,do zamieszkania,parter/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/ekskluzywne-funkcjonalne-2-pok-ID4nrK8
3,N/A,do remontu,4/15,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-w-scislym-centrum-ul-krochmalna-ID4nrV0
1,pełna własność,do wykończenia,2/7,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-39m2-loggia-bezposrednio-ID4imli
4,pełna własność,do wykończenia,3/7,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-79m2-loggia-ID4mAST
3,N/A,N/A,1/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/apartament-pry-lazienkach-krolewskich-ID4n7Em
3,pełna własność,do wykończenia,3/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/inwestycyjne-ciche-skomunikowane-ID4nqev
2,spółdzielcze wł. prawo do lokalu,do zamieszkania,7,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/tylko-u-nas-mieszkanie-idealne-pod-inwestycje-ID4nmei
3,pełna własność,N/A,4/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/trzypokojowe-50m2-plac-wojska-polskiego-wesola-ID4nlpm
3,pełna własność,do zamieszkania,6/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/apartament-w-srodmiesciu-ID4nrJU
4,pełna własność,do zamieszkania,5/6,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-cybernetyki-os-mozaika-ID4le3I
1,N/A,N/A,parter/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/metro-mlynow-przedwojenna-kamienica-1-2-pok-ID4n9vT
2,pełna własność,do remontu,2/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-warszawy-do-remontu-ID4mGwj
3,N/A,do wykończenia,2/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-3pok-bielany-las-cisza-super-miejsce-okazja-ID4nqYg
3,N/A,do wykończenia,parter/2,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/71m2-piekny-ogrod-161m2-wilanow-gotowe-na4kw23-ID4nqVC
2,pełna własność,do zamieszkania,6/6,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/tarchomin-2-pokoje-na-sprzedaz-ID4nqZW
2,N/A,do wykończenia,parter/8,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/42m2-metro-15min-spacerem-brodno-super-cena-prog2-ID4nr0h
3,N/A,do wykończenia,1/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3pok-narozny-balkon-brodno-najlpesza-cena-prog2-ID4nr0u
3,pełna własność,do wykończenia,2/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51m2-balkon-bezposrednio-ID4lXrn
4,N/A,do wykończenia,2/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/przestronne-4pok-metro-8min-bialoleka-super-cena-ID4nqY4
4,pełna własność,do wykończenia,1/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-65m2-balkon-bez-prowizji-ID4lXro
4,N/A,do wykończenia,3/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-4pok-kampinos-zielona-spokojna-okolica-cena-ID4nqYk
3,pełna własność,N/A,2/9,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/promocja-przestronne-mieszkanie-w-triton-park-ID4n6g0
2,N/A,do wykończenia,parter/8,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/40m2-najtaniej-przy-metrze-brodno-prog-2-okazja-ID4nr06
2,pełna własność,do zamieszkania,7/9,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/promocja-nowoczesne-mieszkanie-w-point-house-ID4n6i1
4,pełna własność,do wykończenia,6/7,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-80m2-loggia-bez-prowizji-ID4imnL
2,pełna własność,N/A,2/7,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/po-remoncie-2-pok-41m2-ul-pulawska-dolna-ID4nlcI
1,N/A,N/A,3/3,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/bemowo-i-kawalerka-i-38-6m2-ID4nrKG
3,pełna własność,do wykończenia,1/7,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-ogrodek-bez-prowizji-ID4imlv
2,pełna własność,do wykończenia,parter/7,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-50m2-ogrodek-ID4imms
1,pełna własność,do zamieszkania,1/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-wola-ciolka-ID4nrKU
4,N/A,N/A,parter/11,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokoje-do-wprowadzenia-przy-metrze-chomiczowka-ID4n6UD
2,N/A,do wykończenia,parter/2,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2pok-ogrodek-spokojny-wilanow-okazja-na-3kw2023-ID4nqXb
5,pełna własność,do wykończenia,6/6,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/piekny-penthouse-155-m-z-wlasna-winda-ID4mOhQ
5,pełna własność,do wykończenia,1/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-116m2-balkon-ID4fEny
1,pełna własność,do remontu,parter/12,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-w-super-lokalizacji-ID4nqYm
3,spółdzielcze wł. prawo do lokalu,do zamieszkania,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokoje-przy-rondzie-wiatraczna-ID4n5ot
3,pełna własność,do zamieszkania,> 10/16,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/apartament-84m-metro-klima-0-prowizji-3pokoje-ID4mkPd
1,pełna własność,do wykończenia,2/16,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-43m2-bezposrednio-ID4nfXW
4,pełna własność,do wykończenia,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-82m2-balkon-ID4fBYv
3,spółdzielcze wł. prawo do lokalu,do zamieszkania,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-650m-od-c-h-promenada-ID4ngjy
2,pełna własność,do wykończenia,3/8,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/apartamenty-ludwiki-super-lokalizacja-ID4nr0A
3,N/A,do wykończenia,2/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-3pok-super-miejsce-dla-rodzin-kampinos-cena-ID4nqYx
3,pełna własność,do wykończenia,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-74m2-balkon-ID4fBYF
4,spółdzielcze wł. prawo do lokalu,do zamieszkania,4/10,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-w-znakomitej-lokalizacji-ID4mK87
2,pełna własność,do wykończenia,1/3,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-w-kamienicy-na-starej-ochocie-ID4mGtX
3,pełna własność,do zamieszkania,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/63-5-m2-na-osiedlu-wisniowy-sad-ID4jJJl
2,pełna własność,do wykończenia,parter/3,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-ogrodek-bez-prowizji-ID4lXs7
3,pełna własność,do wykończenia,parter/3,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-2-ogrodki-ID4lXs3
3,pełna własność,do wykończenia,1/2,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/duzy-zielony-taras-widna-kuchnia-20min-do-centrum-ID4nrhb
3,N/A,do wykończenia,2/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-balkon-ID4kDrm
4,N/A,do wykończenia,1/5,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-94m2-taras-bezposrednio-ID4kDrA
3,pełna własność,do zamieszkania,parter/5,"taras, ogródek",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/bielany-slodowiec-marymoncka-3-pokoje-ogrod-ID4mKIt
4,pełna własność,do wykończenia,4/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-85m2-balkon-ID4e1Vj
4,pełna własność,N/A,parter/1,"balkon, ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/loft-garden-wesola-etap-ii-53-97m2-apart-ogrodek-ID4m4Nd
3,pełna własność,do zamieszkania,4/5,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-klimatyzacja-dla-rodziny-ID4mUNq
3,pełna własność,do zamieszkania,1/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/trzypokojowe-z-trzema-balkonami-na-mokotowie-ID4nhTZ
4,pełna własność,do wykończenia,1/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-69m2-balkon-bezposrednio-ID4lXre
2,pełna własność,do wykończenia,3/8,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-51m2-loggia-ID4jwXv
2,N/A,do wykończenia,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/43m2-zielone-bielany-super-miejsce-okazja-ID4nqYI
4,pełna własność,do zamieszkania,2/2,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/bardzo-widny-rozkladowy-apartament-na-zawadach-ID4mVXP
3,pełna własność,do wykończenia,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pok-wysoki-standard-5min-do-s8-kredyt-2-ID4nrfm
3,pełna własność,do remontu,3/5,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-srodmiescie-al-jerozolimskie-101-ID4n1Hi
2,pełna własność,do wykończenia,4/8,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/apartamenty-ludwiki-ID4l4SI
2,spółdzielcze wł. prawo do lokalu,do zamieszkania,10/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/sprzedam-lub-zamienie-mieszkanie-na-mniejsze-ID4nr3g
